"","Accession","Group","AMRany","ESBLR","CiprofloxacinR","AzithromycinR","Genotype","STNGroups"
"2105","SRR8923646","non-pMSM",0,0,0,0,"2","non-STN"
"2106","SRR8936107","Travel",1,0,1,0,"3.6.1.1","Travel"
"2107","SRR8942805","Travel",1,0,1,0,"3.6.1.1","Travel"
"2108","SRR8936110","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2109","SRR8936119","non-pMSM",1,0,1,1,"3.6.1.1","non-STN"
"2110","SRR8936120","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2111","SRR8942849","pMSM",1,1,0,0,"3.7.29.1.4.1","STN"
"2112","SRR8979694","Travel",1,0,1,0,"3.6.1.1","Travel"
"2113","SRR8979697","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2114","SRR8979719","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2115","SRR8979704","non-pMSM",0,0,0,0,"3.7.7","non-STN"
"2116","SRR8979718","Travel",1,0,1,0,"3.6.1.1","Travel"
"2117","SRR8981811","Travel",1,0,1,0,"3.6.1.1","Travel"
"2118","SRR8981807","Travel",1,1,1,0,"3.7.3","Travel"
"2119","SRR8981808","non-pMSM",1,0,1,0,"3.7.18","non-STN"
"2120","SRR9259742","Travel",1,0,1,0,"3.6.1.1","Travel"
"2121","SRR9260893","Travel",1,0,1,0,"3.7.18","Travel"
"2122","SRR8981797","Travel",1,1,1,0,"3.6.1.1","Travel"
"2123","SRR8981810","non-pMSM",0,0,0,0,"3.6.4","non-STN"
"2124","SRR9007505","pMSM",0,0,0,0,"3.6.1","non-STN"
"2125","SRR9007502","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2126","SRR9260182","Travel",0,0,0,0,"3.6.1","Travel"
"2127","SRR9007498","Travel",1,0,1,0,"3.6.1.1","Travel"
"2128","SRR9007507","Travel",1,1,1,1,"3.6.3","Travel"
"2129","SRR9259171","non-pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2130","SRR9258375","non-pMSM",0,0,0,0,"3.6.4","non-STN"
"2131","SRR9007500","Travel",0,0,0,0,"3.6.4","Travel"
"2132","SRR9018474","Travel",0,0,0,0,"3.6.4","Travel"
"2133","SRR9018539","non-pMSM",0,0,0,0,"3.6.4","non-STN"
"2134","SRR9018547","Travel",1,0,1,0,"3.6.1.1","Travel"
"2135","SRR9260897","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2136","SRR9018479","non-pMSM",0,0,0,0,"3.7.21","non-STN"
"2137","SRR9018536","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2138","SRR9018577","Travel",0,0,0,0,"3.7.10","Travel"
"2139","SRR9018552","pMSM",0,0,0,0,"2.11.4","STN"
"2140","SRR9018545","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2141","SRR9257748","Travel",1,1,1,0,"3.6.3","Travel"
"2142","SRR9260546","Travel",0,0,0,0,"3.6.1","Travel"
"2143","SRR9050409","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2144","SRR9050408","non-pMSM",0,0,0,0,"3.6.4","non-STN"
"2145","SRR9050421","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"2146","SRR9050415","Travel",0,0,0,0,"3.7.18","Travel"
"2147","SRR9050414","non-pMSM",0,0,0,0,"3.6.4","non-STN"
"2148","SRR9050419","Travel",1,1,1,1,"3.6.1.1","Travel"
"2149","SRR9050412","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"2150","SRR9072787","Travel",0,0,0,0,"3.7.10","Travel"
"2151","SRR9083703","non-pMSM",1,1,0,0,"3.7.10","non-STN"
"2152","SRR9083747","non-pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2153","SRR9083746","Travel",0,0,0,0,"3.6.4","Travel"
"2154","SRR9083709","Travel",0,0,0,0,"3.6.3","Travel"
"2155","SRR9083704","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"2156","SRR9273307","pMSM",1,1,0,0,"3.7.29.1.4.1","STN"
"2157","SRR9260046","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2158","SRR9259535","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2159","SRR9257726","pMSM",0,0,0,0,"3.4.1","STN"
"2160","SRR9260892","non-pMSM",1,1,0,0,"3.7.10","non-STN"
"2161","SRR9089371","non-pMSM",0,0,0,0,NA,"non-STN"
"2162","SRR9095165","non-pMSM",0,0,0,0,"3.7.20","non-STN"
"2163","SRR9089372","non-pMSM",1,1,0,0,"3.7.10","non-STN"
"2164","SRR9089368","Travel",1,0,1,0,"3.7.18","Travel"
"2165","SRR9089361","Travel",1,1,1,1,"3.6.3","Travel"
"2166","SRR9095166","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2167","SRR9121360","Travel",1,1,1,0,"3.6.3","Travel"
"2168","SRR9121378","Travel",1,0,1,0,"3.6.1.1","Travel"
"2169","SRR9273280","non-pMSM",0,0,0,0,"3.7.3","non-STN"
"2170","SRR9259954","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2171","SRR9259112","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2172","SRR9273312","Travel",1,0,1,0,"3","Travel"
"2173","SRR9259392","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2174","SRR9273300","pMSM",1,0,0,1,"3.7.29.1.2","STN"
"2175","SRR9260894","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"2176","SRR9260664","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2177","SRR9178556","Travel",1,1,0,0,"3.7.29.1.4.1","Travel"
"2178","SRR9178562","non-pMSM",0,0,0,0,"3.6.3","non-STN"
"2179","SRR9178561","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2180","SRR9151839","pMSM",1,1,1,1,"3.6.3","non-STN"
"2181","SRR9151835","Travel",1,1,1,1,"3.6.3","Travel"
"2182","SRR9151830","pMSM",0,0,0,0,"3.6.3","non-STN"
"2183","SRR9151840","pMSM",0,0,0,0,"2.11.4","STN"
"2184","SRR9151841","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"2185","SRR9259314","pMSM",0,0,0,0,"3.6.1","non-STN"
"2186","SRR9151834","Travel",1,0,1,0,"3.6.1.1","Travel"
"2187","SRR9188446","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"2188","SRR9178549","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2189","SRR9178553","Travel",1,1,1,0,"3.6.3","Travel"
"2190","SRR9178567","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"2191","SRR9178558","pMSM",1,1,1,1,"3.6.3","non-STN"
"2192","SRR9178576","pMSM",1,0,0,1,"3.7.29.1.2","STN"
"2193","SRR9188435","Travel",0,0,0,0,"2.7.3","Travel"
"2194","SRR9188557","non-pMSM",1,1,1,0,"3.6.3","non-STN"
"2195","SRR9188497","Travel",1,1,1,1,"3.6.3","Travel"
"2196","SRR9188443","Travel",1,1,1,1,"3.6.3","Travel"
"2197","SRR9257912","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"2198","SRR9260078","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"2199","SRR9188441","Travel",1,1,1,0,"3.7.25","Travel"
"2200","SRR9260354","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2201","SRR9260888","Travel",1,1,1,1,"3.6.3","Travel"
"2202","SRR9273294","non-pMSM",1,1,1,0,"3.7.25","non-STN"
"2203","SRR9259313","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2204","SRR9257814","pMSM",0,0,0,0,"2.4.3","non-STN"
"2205","SRR9259311","non-pMSM",0,0,0,0,"3.7.30.4","non-STN"
"2206","SRR9273284","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"2207","SRR9260671","Travel",1,0,1,0,"3.6.1.1","Travel"
"2208","SRR9260990","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2209","SRR9258481","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2210","SRR9218313","pMSM",1,0,0,1,"3.7.29.1.2","STN"
"2211","SRR9222608","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2212","SRR9306471","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"2213","SRR9259160","Travel",1,0,1,1,"3.6.1.1.2","Travel"
"2214","SRR9257719","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"2215","SRR9273331","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2216","SRR9259132","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"2217","SRR9260988","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"2218","SRR9258699","Travel",0,0,0,0,"3.6.4","Travel"
"2219","SRR9259318","pMSM",0,0,0,0,"2.11.4","STN"
"2220","SRR9260660","Travel",0,0,0,0,"3.6.4","Travel"
"2221","SRR9306495","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2222","SRR9306530","non-pMSM",1,1,1,0,"3.6.3","non-STN"
"2223","SRR9306467","pMSM",0,0,0,0,"2.11.4","STN"
"2224","SRR9306477","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2225","SRR9306475","Travel",1,1,1,0,"3.6.1.1","Travel"
"2226","SRR9306487","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"2227","SRR9306469","Travel",0,0,0,0,"3","Travel"
"2228","SRR9311822","non-pMSM",1,1,0,0,"3.7.10","non-STN"
"2229","SRR9311820","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"2230","SRR9311818","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2231","SRR9311800","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"2232","SRR9311801","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"2233","SRR9311812","non-pMSM",1,1,1,0,"3.6.1.1","non-STN"
"2234","SRR9335428","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"2235","SRR9335425","pMSM",0,0,0,0,"3.7.25","non-STN"
"2236","SRR9335419","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2237","SRR9586548","non-pMSM",1,0,1,0,"3.6.1.1.1","non-STN"
"2238","SRR9586542","Travel",0,0,0,0,"3.7.16","Travel"
"2239","SRR9586555","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"2240","SRR9586552","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2241","SRR9586564","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"2242","SRR9586546","pMSM",0,0,0,0,"3.6.3","non-STN"
"2243","SRR9586538","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"2244","SRR9586543","pMSM",0,0,0,0,"3.6.4","non-STN"
"2245","SRR9586539","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2246","SRR9595075","Travel",0,0,0,0,"3.6.2","Travel"
"2247","SRR9595023","Travel",0,0,0,0,"3.7","Travel"
"2248","SRR9595073","non-pMSM",0,0,0,0,"3.7.18","non-STN"
"2249","SRR9595074","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"2250","SRR9595009","pMSM",1,0,0,1,"3.7.25","STN"
"2251","SRR9595008","pMSM",0,0,0,0,"2.10.1","non-STN"
"2252","SRR9595020","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2253","SRR9595007","pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2254","SRR9836886","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"2255","SRR9595021","Travel",1,0,1,0,"3.6.1.1","Travel"
"2256","SRR9595006","pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2257","SRR9613013","non-pMSM",0,0,0,0,"3.7.3","non-STN"
"2258","SRR9613015","non-pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2259","SRR9613018","pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"2260","SRR9613634","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2261","SRR9620982","Travel",0,0,0,0,"3.7.10","Travel"
"2262","SRR9620975","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2263","SRR9620979","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"2264","SRR9620972","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"2265","SRR9620984","Travel",1,1,1,1,"3.6.3","Travel"
"2266","SRR9620974","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2267","SRR9620978","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2268","SRR9621182","Travel",1,1,1,0,"3.7.25","Travel"
"2269","SRR9661204","pMSM",0,0,0,0,"2.11.4","STN"
"2270","SRR9662125","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2271","SRR9661210","Travel",0,0,0,0,"3.6.1","Travel"
"2272","SRR9661223","non-pMSM",0,0,0,0,"3.6.2","non-STN"
"2273","SRR9661220","non-pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2274","SRR9671847","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2275","SRR9661219","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"2276","SRR9671539","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2277","SRR9671541","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2278","SRR9678248","Travel",1,1,1,0,"3.6.3","Travel"
"2279","SRR9678250","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2280","SRR9678253","Travel",1,1,1,1,"3.6.3","Travel"
"2281","SRR9678246","Travel",1,1,1,0,"3.6.3","Travel"
"2282","SRR9678939","Travel",0,0,0,0,"3.6.3","Travel"
"2283","SRR9719311","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"2284","SRR9720393","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2285","SRR9719290","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2286","SRR9825574","Travel",1,1,1,1,"3.6.3","Travel"
"2287","SRR9719308","Travel",1,1,1,1,"3.6.3","Travel"
"2288","SRR9720383","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"2289","SRR9719293","pMSM",0,0,0,0,"3.6.1","non-STN"
"2290","SRR9719287","Travel",1,1,1,0,"3.6.3","Travel"
"2291","SRR9720384","non-pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2292","SRR9720381","non-pMSM",1,1,1,0,"3.6.3","non-STN"
"2293","SRR9836885","Travel",1,0,1,1,"3.6.1.1.2","Travel"
"2294","SRR9826939","pMSM",1,1,1,0,"3.6.3","non-STN"
"2295","SRR9825575","Travel",0,0,0,0,"3.7.26","Travel"
"2296","SRR9826948","pMSM",1,0,0,1,"3.7.29.1.2","STN"
"2297","SRR9826930","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"2298","SRR9845589","pMSM",1,1,1,1,"3.6.3","non-STN"
"2299","SRR9845577","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2300","SRR9836900","Travel",1,0,1,0,"3.7.18","Travel"
"2301","SRR9836903","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2302","SRR9874815","pMSM",1,1,1,1,"3.6.3","non-STN"
"2303","SRR9845581","non-pMSM",1,0,1,1,"3.6.1.1","non-STN"
"2304","SRR9845575","non-pMSM",0,0,0,0,"3.7.16","non-STN"
"2305","SRR9874790","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2306","SRR9845578","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2307","SRR9845576","non-pMSM",0,0,0,0,"3.7.3","non-STN"
"2308","SRR9861249","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"2309","SRR9874601","Travel",0,0,0,0,"3.6.1","Travel"
"2310","SRR9861366","non-pMSM",0,0,0,0,"3.7.3","non-STN"
"2311","SRR9874811","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2312","SRR9874600","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"2313","SRR9886061","non-pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2314","SRR9886068","pMSM",1,0,0,1,"3.7.29.1.2","STN"
"2315","SRR9886013","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2316","SRR9904141","Travel",1,1,0,1,"3.7.6","Travel"
"2317","SRR9899922","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2318","SRR9899923","Travel",1,1,1,1,"3.6.3","Travel"
"2319","SRR9920962","pMSM",1,0,0,1,"3.7.29.1.2","STN"
"2320","SRR9920966","non-pMSM",1,1,1,0,"3.7.25","non-STN"
"2321","SRR9944893","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2322","SRR9944896","Travel",0,0,0,0,"2.12.4","Travel"
"2323","SRR9944900","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2324","SRR9947525","pMSM",1,1,1,0,"3.7","non-STN"
"2325","SRR9947474","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2326","SRR9988865","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2327","SRR9944901","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2328","SRR9944898","pMSM",1,0,1,0,"3.6.1.1.1","non-STN"
"2329","SRR9947517","Travel",1,0,1,0,"3.6.1.1.2","Travel"
"2330","SRR9961607","Travel",1,1,1,0,"3.6.1.1","Travel"
"2331","SRR9947471","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"2332","SRR9947467","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2333","SRR9947519","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"2334","SRR9947469","non-pMSM",0,0,0,0,"3.7.7","non-STN"
"2335","SRR9961604","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2336","SRR9961606","Travel",0,0,0,0,"3.6.1","Travel"
"2337","SRR9961609","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2338","SRR9973704","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"2339","SRR9973692","pMSM",1,1,1,0,"3.7.30.1","non-STN"
"2340","SRR9973682","Travel",1,1,1,0,"3.6.2","Travel"
"2341","SRR9973689","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"2342","SRR9973698","pMSM",0,0,0,0,"3.6.1","non-STN"
"2343","SRR9973708","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"2344","SRR9973675","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2345","SRR9988857","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"2346","SRR9988859","Travel",1,1,0,0,"3.7.25","Travel"
"2347","SRR10005855","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2348","SRR9988862","pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2349","SRR10005843","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"2350","SRR10006170","pMSM",1,0,1,0,"3.7.18","non-STN"
"2351","SRR10005849","pMSM",0,0,0,0,"3.4.1","STN"
"2352","SRR10005842","non-pMSM",1,1,1,1,"3.6.1.1","non-STN"
"2353","SRR10005831","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2354","SRR10013363","non-pMSM",1,0,0,1,"3.6.1","non-STN"
"2355","SRR10120197","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2356","SRR10017960","non-pMSM",1,1,1,0,"3.7.25","non-STN"
"2357","SRR10017963","non-pMSM",1,1,1,0,"3.7.25","non-STN"
"2358","SRR10037522","Travel",1,1,1,0,"3.7.25","Travel"
"2359","SRR10036688","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2360","SRR10036691","pMSM",0,0,0,0,"3.4.1","non-STN"
"2361","SRR10019095","pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"2362","SRR10019371","Travel",1,0,1,1,"3.6.1.1","Travel"
"2363","SRR10019158","Travel",1,0,1,0,"3.6.1.1","Travel"
"2364","SRR10037531","non-pMSM",1,1,1,1,"3.6.1.1","non-STN"
"2365","SRR10037861","Travel",0,0,0,0,"3.6.2","Travel"
"2366","SRR10037533","Travel",1,0,1,0,"3.7.18","Travel"
"2367","SRR10037874","Travel",1,0,1,0,"3.7.18","Travel"
"2368","SRR10037526","pMSM",1,0,1,0,"3.7.18","non-STN"
"2369","SRR10056637","Travel",1,1,1,0,"3.7.25","Travel"
"2370","SRR10049379","pMSM",0,0,0,0,"3.7.16","non-STN"
"2371","SRR10049472","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"2372","SRR10049385","pMSM",1,0,1,0,"3.6.1.1.1","non-STN"
"2373","SRR10049402","Travel",1,0,1,0,"3.6.1.1","Travel"
"2374","SRR10049397","Travel",1,0,1,0,"3","Travel"
"2375","SRR10049395","Travel",1,1,1,0,"3.6.3","Travel"
"2376","SRR10053431","Travel",1,0,1,0,"3.6.1.1.1","Travel"
"2377","SRR10081088","Travel",0,0,0,0,"3.7.3","Travel"
"2378","SRR10056645","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2379","SRR10228151","pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2380","SRR10088453","pMSM",1,1,0,0,"3.7.29.1.4.1","STN"
"2381","SRR10088449","Travel",0,0,0,0,"3.6.2","Travel"
"2382","SRR10088450","non-pMSM",1,1,1,1,"3.6.1.1","non-STN"
"2383","SRR10088476","Travel",1,1,1,1,"3.6.3","Travel"
"2384","SRR10088467","Travel",1,0,1,1,"3.6.1.1","Travel"
"2385","SRR10088462","non-pMSM",0,0,0,0,"2.10.1","non-STN"
"2386","SRR10088452","non-pMSM",0,0,0,0,"2.10.1","non-STN"
"2387","SRR10088468","non-pMSM",1,0,1,1,"3.6.1.1","non-STN"
"2388","SRR10088460","pMSM",0,0,0,0,"3.7.18","non-STN"
"2389","SRR10088443","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"2390","SRR10088447","pMSM",1,0,1,0,"3.7.18","non-STN"
"2391","SRR10088458","pMSM",1,1,1,0,"3.7.30.1","non-STN"
"2392","SRR10120187","Travel",1,1,1,0,"3.7.25","Travel"
"2393","SRR10120188","Travel",1,0,1,0,"3.6.1.1","Travel"
"2394","SRR10120190","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2395","SRR10120191","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2396","SRR10120175","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"2397","SRR10133041","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2398","SRR10133063","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2399","SRR10133060","Travel",1,0,1,1,"3.6.1.1.2","Travel"
"2400","SRR10133081","Travel",1,1,1,0,"3.7.25","Travel"
"2401","SRR10133086","non-pMSM",1,1,0,0,"3.7.25","non-STN"
"2402","SRR10198850","Travel",1,1,1,0,"3.6.3","Travel"
"2403","SRR10198857","pMSM",1,0,1,0,"3.6.1.1.2","STN"
"2404","SRR10198854","non-pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2405","SRR10228131","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2406","SRR10228158","non-pMSM",1,1,1,0,"3.7.25","non-STN"
"2407","SRR10228164","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2408","SRR10231898","Travel",1,0,1,0,"3.6.1.1","Travel"
"2409","SRR10228160","pMSM",1,0,1,0,"3.6.1.1.2","STN"
"2410","SRR10231919","Travel",1,0,1,0,"3.6.1.1","Travel"
"2411","SRR10231915","Travel",0,0,0,0,"2.10.1","Travel"
"2412","SRR10212224","Travel",1,1,1,0,"3.6.3","Travel"
"2413","SRR10212152","Travel",1,0,1,1,"3.7.30.1","Travel"
"2414","SRR10212151","pMSM",1,1,1,0,"3.6.3","non-STN"
"2415","SRR10212142","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"2416","SRR10212132","Travel",1,1,1,1,"3.6.3","Travel"
"2417","SRR10219470","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"2418","SRR10228564","Travel",1,1,1,0,"3.6.1.1","Travel"
"2419","SRR10228169","non-pMSM",1,1,1,0,"3.6.3","non-STN"
"2420","SRR10212223","non-pMSM",0,0,0,0,"3.6.2","non-STN"
"2421","SRR10212225","pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2422","SRR10212189","Travel",1,1,1,0,"3.7.25","Travel"
"2423","SRR10212226","pMSM",1,0,1,0,"3.6.1.1.2","STN"
"2424","SRR10212222","pMSM",0,0,0,0,"3.6.1","non-STN"
"2425","SRR10219474","pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2426","SRR10212208","non-pMSM",1,0,1,0,"3.7.18","non-STN"
"2427","SRR10228517","Travel",1,1,1,1,"3.6.3","Travel"
"2428","SRR10219454","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2429","SRR10212135","pMSM",1,0,1,0,"3.6.1.1.2","STN"
"2430","SRR10212199","Travel",0,0,0,0,NA,"Travel"
"2431","SRR10212215","non-pMSM",1,1,0,0,"3.7.25","non-STN"
"2432","SRR10212177","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2433","SRR10212129","non-pMSM",1,1,1,0,"3.6.3","non-STN"
"2434","SRR10228512","Travel",1,1,1,1,"3.6.3","Travel"
"2435","SRR10228554","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"2436","SRR10228515","non-pMSM",0,0,0,0,"3.7.26","non-STN"
"2437","SRR10228563","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2438","SRR10231904","Travel",1,0,1,1,"3.6.1.1","Travel"
"2439","SRR10228154","pMSM",0,0,0,0,"3.7.16","non-STN"
"2440","SRR10228527","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2441","SRR10228516","non-pMSM",1,1,1,0,"3.7.25","non-STN"
"2442","SRR10228149","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2443","SRR10228514","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"2444","SRR10236652","non-pMSM",1,1,1,1,"3.6.3","non-STN"
"2445","SRR10247320","non-pMSM",1,1,1,0,"3.6.1.1","non-STN"
"2446","SRR10231913","non-pMSM",0,0,0,0,"3.6.2","non-STN"
"2447","SRR10236645","non-pMSM",0,0,0,0,"3.7.21","non-STN"
"2448","SRR10236641","Travel",0,0,0,0,"3.7.10","Travel"
"2449","SRR10236643","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2450","SRR10236644","Travel",0,0,0,0,"3.7.17","Travel"
"2451","SRR10247341","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2452","SRR10247333","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2453","SRR10247134","Travel",1,1,1,0,"3.6.1.1","Travel"
"2454","SRR10247343","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"2455","SRR10247355","Travel",0,0,0,0,"3.7.16","Travel"
"2456","SRR10247130","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2457","SRR10247137","non-pMSM",0,0,0,0,"3.7.26","non-STN"
"2458","SRR10247303","non-pMSM",1,1,0,0,"3.6.4","non-STN"
"2459","SRR10247336","pMSM",0,0,0,0,"3.6.2","non-STN"
"2460","SRR10247353","Travel",1,1,1,0,"3.7.25","Travel"
"2461","SRR10247373","Travel",1,1,1,1,"3.6.3","Travel"
"2462","SRR10247325","Travel",1,1,1,0,"3.7.25","Travel"
"2463","SRR10270574","non-pMSM",0,0,0,0,"2.5.1","non-STN"
"2464","SRR10270580","Travel",1,1,1,0,"3.6.3","Travel"
"2465","SRR10271367","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2466","SRR10271372","pMSM",1,1,1,1,"3.6.1.1.2","STN"
"2467","SRR10283332","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2468","SRR10271371","Travel",1,1,1,0,"3.6.1.1","Travel"
